Building_ID,Building_Name,Latitude,Longitude,Building RSU,RFS_Status,Location Type,Total HPs,Total Spare,Actual Util Count,Util %,Final Tagging
169218,Moonlight CHSL_AOK,19.11578452,72.86075186,Moonlight CHSL Wing-B_AOK,RFS,GHS,16,12,4,25%,Rest
101841,MOONLIGHT_MMQ,19.19603859,72.84121601,MOONLIGHT_MMQ,RFS,High-rise,32,25,7,22%,Rest
187455,Moonlit CHSL_AT8,19.0778191,73.09045211,Moonlit CHSL Wing-A_AT8,RFS,GHS,24,23,1,4%,Start Strong
187455,Moonlit CHSL_AT8,19.0778191,73.09045211,Moonlit CHSL Wing-B_AT8,RFS,GHS,16,16,0,0%,Start Strong
45289,Pradeep Building_2BW,18.99580197,72.81417577,Moonvilla Chs_2BW,RFS,GHS,32,30,2,6%,Rest
196460,MOOSA BUILDING_MXB,18.97927196,72.82779128,MOOSA BUILDING_MXB,RFS,Flatbed,32,28,4,13%,Rest
48515,MOOSA BUILDING_ZAR,18.93819632,72.83879481,MOOSA BUILDING_ZAR,RFS,GHS,32,29,3,9%,Rest
135138,Mor Bhuvan_KLC,18.95231938,72.82962204,Mor Bhuvan_KLC,RFS,High-rise,32,21,11,34%,Rest
34030,Moraj Palm Paradise_VAR,19.05762582,73.00261238,Moraj Palm Paradise-A_VAR,RFS,High-rise,56,44,12,21%,Rest
34030,Moraj Palm Paradise_VAR,19.05762582,73.00261238,Moraj Palm Paradise-B_VAR,RFS,High-rise,48,40,8,17%,Rest
201632,MORAJ PRIVE_MS5,19.09799502,72.99899011,MORAJ PRIVE_MS5,RFS,High-rise,64,37,27,42%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency A1 Ruby (Kasturi Heights)_2IV,RFS,High-rise,32,28,4,13%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency B1 Pearl (Kasturi Heights)_2IV,RFS,High-rise,32,29,3,9%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency C1 Jewel (Kasturi Heights)_2IV,RFS,High-rise,32,29,3,9%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency C2 Topaz (Kasturi Heights)_2IV,RFS,High-rise,28,28,0,0%,Zero utilised
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency Citrine (Kasturi Heights)_2IV,RFS,High-rise,32,30,2,6%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency D1 Jasper (Kasturi Heights)_2IV,RFS,High-rise,32,31,1,3%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency D2 Ammonite (Kasturi Heights)_2IV,RFS,High-rise,32,30,2,6%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency E3 Onyx (Kasturi Heights)_2IV,RFS,High-rise,28,27,1,4%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency E5 Garnet (Kasturi Heights)_2IV,RFS,High-rise,28,25,3,11%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency E6 Zircon (Kasturi Heights)_2IV,RFS,High-rise,28,27,1,4%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency F1 Emerald (Kasturi Heights)_2IV,RFS,High-rise,32,31,1,3%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency F2 Empress (Kasturi Heights)_2IV,RFS,High-rise,32,29,3,9%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency F3 Quartz (Kasturi Heights)_2IV,RFS,High-rise,28,25,3,11%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency Fe 02 Nilratna (Kasturi Heights)_2IV,RFS,High-rise,28,26,2,7%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency G1 Flourite (Kasturi Heights)_2IV,RFS,High-rise,28,25,3,11%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency G2 Sphene (Kasturi Heights)_2IV,RFS,High-rise,32,27,5,16%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency G4 Turquoize (Kasturi Heights)_2IV,RFS,High-rise,28,25,3,11%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency H1 sapphire (Kasturi Heights)_2IV,RFS,High-rise,28,24,4,14%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency H3 Amethyst (Kasturi Heights)_2IV,RFS,High-rise,28,24,4,14%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency I1 Jade (Kasturi Heights)_2IV,RFS,High-rise,28,26,2,7%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency I2 Jacinth (Kasturi Heights)_2IV,RFS,High-rise,28,24,4,14%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency JA Alexandrite (Kasturi Heights)_2IV,RFS,High-rise,20,17,3,15%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency JB Alexandrite (Kasturi Heights)_2IV,RFS,High-rise,16,12,4,25%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency Shalimar H (Kasturi Heights)_2IV,RFS,High-rise,28,27,1,4%,Rest
36851,Moraj Residency_2IV,19.05917642,73.00338305,Moraj Residency Spinal (Kasturi Heights)_2IV,RFS,High-rise,32,30,2,6%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) A-1-RUBY_VAN,RFS,High-rise,24,24,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) B-1-PEARL_VAN,RFS,High-rise,24,24,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) C-1-JEWEL_VAN,RFS,High-rise,40,39,1,3%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) C-2-TOPAZ_VAN,RFS,High-rise,24,24,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) C-3-KOHINOOR_VAN,RFS,High-rise,32,31,1,3%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) D-1 Jasper_VAN,RFS,High-rise,32,32,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) D-2-AMMONITE_VAN,RFS,High-rise,24,24,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) D-3-CITRINE_VAN,RFS,High-rise,32,30,2,6%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) E-3-ONYX_VAN,RFS,High-rise,24,24,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) E-4-OPAL_VAN,RFS,High-rise,32,31,1,3%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) E-5-GARNET_VAN,RFS,High-rise,32,31,1,3%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) E-6 Zircon_VAN,RFS,High-rise,32,30,2,6%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) F-1-EMERALD_VAN,RFS,High-rise,32,31,1,3%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) F-2-EMPRESS_VAN,RFS,High-rise,32,32,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) F-3-QUARTZ_VAN,RFS,High-rise,24,24,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) FE-1-NEELAM_VAN,RFS,High-rise,32,30,2,6%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) FE-2-NEELRATAN_VAN,RFS,High-rise,32,30,2,6%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) G-1-FLUORITE_VAN,RFS,High-rise,32,32,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) G-2-SPHENE_VAN,RFS,High-rise,24,22,2,8%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) G-3-SPINA_VAN,RFS,High-rise,56,54,2,4%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) G-4 Turquoize_VAN,RFS,High-rise,24,24,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) GE-1 Agate_VAN,RFS,High-rise,24,22,2,8%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) GE-2-AMBER_VAN,RFS,High-rise,32,32,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) H-1 Sapphire_VAN,RFS,High-rise,32,31,1,3%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) H-2-SHALIMAR_VAN,RFS,High-rise,24,24,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) H-3 Amethyst_VAN,RFS,High-rise,24,23,1,4%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) H-4-AQUAMARINE_VAN,RFS,High-rise,32,32,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) I-1-JADE_VAN,RFS,High-rise,24,24,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) I-2-JACINTH_VAN,RFS,High-rise,24,21,3,13%,Rest
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) J-A-ALEXANDRITE_VAN,RFS,High-rise,48,48,0,0%,Zero utilised
186737,Moraj Residency_VAN,19.05945158,73.00348217,Moraj Residency(Kasturi Chs) J-B-ALEXANDRITE_VAN,RFS,High-rise,56,56,0,0%,Zero utilised
LCO4045,Moraj Riverside Park_E48,18.98096311,73.11956584,Moraj Riverside Park Tower-Ganga_E48,RFS,High-rise,32,32,0,0%,Start Strong
LCO4058,Moraj Riverside Park_E48,18.98098247,73.11958529,Moraj Riverside Park Tower-Gate Way _E48,RFS,High-rise,32,32,0,0%,Zero utilised
LCO4046,Moraj Riverside Park_E48,18.97967506,73.11978861,Moraj Riverside Park Tower-Jamuna_E48,RFS,High-rise,24,24,0,0%,Start Strong
LCO4052,Moraj Riverside Park_E48,18.98083117,73.12015441,Moraj Riverside Park Tower-Narmada _E48,RFS,High-rise,24,23,1,4%,Rest
LCO4051,Moraj Riverside Park_E48,18.98074666,73.12035421,Moraj Riverside Park Tower-Tapi _E48,RFS,High-rise,32,32,0,0%,Zero utilised
LCO4056,Moraj Riverside Park_E48,18.98090529,73.11998633,Moraj Riverside Park Wing-K4 _E48,RFS,GHS,24,24,0,0%,Zero utilised
LCO4057,Moraj Riverside Park_E48,18.98086884,73.11978362,Moraj Riverside Park Wing-K5 _E48,RFS,GHS,16,16,0,0%,Zero utilised
LCO4054,Moraj Riverside Park_E48,18.98054892,73.11980402,Moraj Riverside Park Wing-L2 _E48,RFS,GHS,32,32,0,0%,Zero utilised
LCO4055,Moraj Riverside Park_E48,18.98070593,73.1196683,Moraj Riverside Park Wing-L3 _E48,RFS,GHS,8,8,0,0%,Zero utilised
LCO4053,Moraj Riverside Park_E48,18.98054537,73.12010173,Moraj Riverside Park Wing-MA _E48,RFS,GHS,16,15,1,6%,Rest
LCO4027,Moraj Riverside Park_E48,18.98073381,73.1206292,Moraj Riverside Park Wing-MA1 _E48,RFS,GHS,24,22,2,8%,Rest
LCO4026,Moraj Riverside Park_E48,18.98079775,73.12083886,Moraj Riverside Park Wing-MA2 _E48,RFS,GHS,16,16,0,0%,Zero utilised
LCO4025,Moraj Riverside Park_E48,18.98079914,73.12098888,Moraj Riverside Park Wing-MA3 _E48,RFS,GHS,24,24,0,0%,Zero utilised
LCO4024,Moraj Riverside Park_E48,18.98074082,73.12123325,Moraj Riverside Park Wing-MA4 _E48,RFS,GHS,16,16,0,0%,Zero utilised
LCO4043,Moraj Riverside Park_E48,18.97941761,73.12025371,Moraj Riverside Park Wing-N1 _E48,RFS,GHS,16,16,0,0%,Zero utilised
LCO4042,Moraj Riverside Park_E48,18.9794197,73.12038452,Moraj Riverside Park Wing-N2 _E48,RFS,GHS,24,23,1,4%,Rest
LCO4040,Moraj Riverside Park_E48,18.97942423,73.1207869,Moraj Riverside Park Wing-N3 _E48,RFS,GHS,24,24,0,0%,Zero utilised
LCO4039,Moraj Riverside Park_E48,18.9794245,73.12097859,Moraj Riverside Park Wing-N4 _E48,RFS,GHS,16,16,0,0%,Zero utilised
LCO4044,Moraj Riverside Park_E48,18.9794158,73.12006423,Moraj Riverside Park Wing-P1 _E48,RFS,GHS,24,24,0,0%,Zero utilised
LCO4041,Moraj Riverside Park_E48,18.97942243,73.12061063,Moraj Riverside Park Wing-P2 _E48,RFS,GHS,16,16,0,0%,Zero utilised
LCO4038,Moraj Riverside Park_E48,18.97942504,73.12111758,Moraj Riverside Park Wing-P3 _E48,RFS,GHS,24,23,1,4%,Rest
LCO4047,Moraj Riverside Park_E48,18.97973451,73.12038225,Moraj Riverside Park Wing-R1 _E48,RFS,High-rise,32,32,0,0%,Zero utilised
LCO4048,Moraj Riverside Park_E48,18.97991864,73.12037748,Moraj Riverside Park Wing-R2 _E48,RFS,High-rise,24,23,1,4%,Rest
LCO4049,Moraj Riverside Park_E48,18.9802454,73.12038831,Moraj Riverside Park Wing-R3 _E48,RFS,High-rise,32,32,0,0%,Zero utilised
LCO4050,Moraj Riverside Park_E48,18.98043535,73.12038909,Moraj Riverside Park Wing-R4 _E48,RFS,High-rise,24,23,1,4%,Rest
LCO4028,Moraj Riverside Park_E48,18.98048036,73.12066905,Moraj Riverside Park Wing-S1 _E48,RFS,High-rise,32,30,2,6%,Rest
LCO4029,Moraj Riverside Park_E48,18.98047632,73.12087341,Moraj Riverside Park Wing-S2 _E48,RFS,High-rise,24,24,0,0%,Zero utilised
LCO4030,Moraj Riverside Park_E48,18.98047325,73.12110833,Moraj Riverside Park Wing-S3 _E48,RFS,High-rise,32,31,1,3%,Rest
LCO4035,Moraj Riverside Park_E48,18.97970109,73.12107181,Moraj Riverside Park Wing-S4 _E48,RFS,High-rise,24,21,3,13%,Rest
LCO4036,Moraj Riverside Park_E48,18.97968741,73.1208583,Moraj Riverside Park Wing-S5 _E48,RFS,High-rise,32,31,1,3%,Rest
LCO4037,Moraj Riverside Park_E48,18.97968175,73.12062793,Moraj Riverside Park Wing-S6 _E48,RFS,High-rise,24,23,1,4%,Rest
LCO4031,Moraj Riverside Park_E48,18.98035055,73.12142491,Moraj Riverside Park Wing-T1 _E48,RFS,High-rise,24,24,0,0%,Zero utilised
LCO4032,Moraj Riverside Park_E48,18.98020126,73.12142674,Moraj Riverside Park Wing-T2 _E48,RFS,High-rise,32,32,0,0%,Zero utilised
LCO4033,Moraj Riverside Park_E48,18.980045,73.12142415,Moraj Riverside Park Wing-T3 _E48,RFS,High-rise,24,24,0,0%,Zero utilised
LCO4034,Moraj Riverside Park_E48,18.97988997,73.12142222,Moraj Riverside Park Wing-T4 _E48,RFS,High-rise,32,30,2,6%,Rest
192601,Morar Ashish_2OW,19.20086883,72.96379168,Morar Ashish A WING_2OW,RFS,High-rise,64,55,9,14%,Rest
192602,Morar Ashish_2OW,19.20084079,72.96358049,Morar Ashish B WING_2OW,RFS,High-rise,64,55,9,14%,Rest
13657_1,Morar ji building_KLE,18.94698002,72.82881274,Morar ji building_KLE,RFS,Flatbed,32,19,13,41%,Rest
101408,Morar Nivas Chsl_OH1,18.96005389,72.81365683,Morar Nivas Chsl 8B_OH1,RFS,Flatbed,24,19,5,21%,Rest
79837,Morarbaug Building_2VU,19.08189581,72.90901256,Morarbaug Building_2VU,RFS,Flatbed,8,2,6,75%,Rest
7997,Morarji Mill Mhada Sankul_1M1,19.19630828,72.85822788,Morarji Mill Mhada Sankul (Morarji Mill Employees CHS) 1A Wing_1M1,RFS,High-rise,288,248,40,14%,P1
7997,Morarji Mill Mhada Sankul_1M1,19.19630828,72.85822788,Morarji Mill Mhada Sankul (Morarji Mill Employees CHS) 1B Wing_1M1,RFS,High-rise,296,251,45,15%,P1
8000,Morarji Mill Mhada Sankul_GOR,19.16716897,72.85373072,Morarji Mill Mhada Sankul Bldg No-1B_GOR,RFS,High-rise,256,245,11,4%,Start Strong
7998,Morarji Mill Mhada Sankul_GOB,19.16717013,72.85398478,Morarji Mill Mhada Sankul Wing-A_GOB,RFS,High-rise,240,232,8,3%,Start Strong
195073,Morarka Building_KLC,18.95162737,72.82889096,Morarka Building Grd Floor_KLC,RFS,Flatbed,32,5,27,84%,Rest
28338,Mordern Vandana Cooperative Housing Society_FMY,19.18713038,72.85293596,Mordern Vandana Cooperative Housing Society A WING_FMY,RFS,GHS,16,14,2,13%,Rest
28338,Mordern Vandana Cooperative Housing Society_FMY,19.18713038,72.85293596,Mordern Vandana Cooperative Housing Society B WING_FMY,RFS,GHS,8,5,3,38%,Rest
28338,Mordern Vandana Cooperative Housing Society_FMY,19.18713038,72.85293596,Mordern Vandana Cooperative Housing Society C WING_FMY,RFS,GHS,8,6,2,25%,Rest
28338,Mordern Vandana Cooperative Housing Society_FMY,19.18713038,72.85293596,Mordern Vandana Cooperative Housing Society D WING_FMY,RFS,GHS,8,8,0,0%,Zero utilised
28338,Mordern Vandana Cooperative Housing Society_FMY,19.18713038,72.85293596,Mordern Vandana Cooperative Housing Society E WING_FMY,RFS,GHS,8,8,0,0%,Zero utilised
186947,Moreshwar 19 East building_VB0,19.02325661,73.02605866,Moreshwar 19 East building E-WING_VB0,RFS,GHS,112,98,14,13%,P1
186947,Moreshwar 19 East building_VB0,19.02325661,73.02605866,Moreshwar 19 East building Wing-A_VB0,RFS,GHS,32,26,6,19%,Rest
186947,Moreshwar 19 East building_VB0,19.02325661,73.02605866,Moreshwar 19 East building Wing-B_VB0,RFS,GHS,32,28,4,13%,Rest
186947,Moreshwar 19 East building_VB0,19.02325661,73.02605866,Moreshwar 19 East building Wing-C_VB0,RFS,GHS,32,28,4,13%,Rest
186947,Moreshwar 19 East building_VB0,19.02325661,73.02605866,Moreshwar 19 East building Wing-D_VB0,RFS,GHS,24,21,3,13%,Rest
186947,Moreshwar 19 East building_VB0,19.02325661,73.02605866,Moreshwar 19 East building Wing-F_VB0,RFS,GHS,112,104,8,7%,P1
186947,Moreshwar 19 East building_VB0,19.02325661,73.02605866,Moreshwar 19 East building Wing-G_VB0,RFS,GHS,72,61,11,15%,Rest
186947,Moreshwar 19 East building_VB0,19.02325661,73.02605866,Moreshwar 19 East building Wing-H_VB0,RFS,GHS,64,60,4,6%,Rest
134816,Moreshwar Chs_AM7,19.28079792,72.87447988,Moreshwar Chs_AM7,RFS,GHS,24,21,3,13%,Rest
35004,Moreshwar Complex_1P9,19.0136413,73.09073675,Moreshwar Complex Wing- A_1P9,RFS,High-rise,40,33,7,18%,Rest
35004,Moreshwar Complex_1P9,19.0136413,73.09073675,Moreshwar Complex Wing- B_1P9,RFS,High-rise,32,24,8,25%,Rest
35004,Moreshwar Complex_1P9,19.0136413,73.09073675,Moreshwar Complex Wing- C_1P9,RFS,High-rise,32,21,11,34%,Rest
35004,Moreshwar Complex_1P9,19.0136413,73.09073675,Moreshwar Complex Wing- D_1P9,RFS,High-rise,40,32,8,20%,Rest
35004,Moreshwar Complex_1P9,19.0136413,73.09073675,Moreshwar Complex Wing- E_1P9,RFS,High-rise,40,30,10,25%,Rest
LCO2001,Moreshwar Darshan_UB6,18.96775204,73.02074901,Moreshwar Darshan_UB6,RFS,High-rise,32,31,1,3%,Rest
128854,Moreshwar Dham_S7Q,19.01219913,73.09195188,Moreshwar Dham Wing-A_S7Q,RFS,High-rise,48,41,7,15%,Rest
128854,Moreshwar Dham_S7Q,19.01219913,73.09195188,Moreshwar Dham Wing-B_S7Q,RFS,High-rise,40,38,2,5%,Rest
7987,Moreshwar Heights_1S0,19.01972599,73.08782722,Moreshwar Heights_1S0,RFS,High-rise,72,58,14,19%,Rest
101697,Moreshwar Krupa Apartment_3N6,19.06170964,73.01608695,Moreshwar Krupa Apartment A+B Wing_3N6,RFS,GHS,48,48,0,0%,Zero utilised
101697,Moreshwar Krupa Apartment_3N6,19.06170964,73.01608695,Moreshwar Krupa Apartment C Wing_3N6,RFS,GHS,24,24,0,0%,Zero utilised
50323,Moreshwar Krupa Apartment_0O2,19.14745447,72.99214168,Moreshwar Krupa Apartment_0O2,RFS,GHS,16,12,4,25%,Rest
48592,Moreshwar Krupa Chs_1G0,19.23858271,72.8478977,Moreshwar Krupa Chs A Wing_1G0,RFS,High-rise,40,37,3,8%,Rest
48592,Moreshwar Krupa Chs_1G0,19.23858271,72.8478977,Moreshwar Krupa Chs B Wing_1G0,RFS,High-rise,40,37,3,8%,Rest
94188,Moreshwar Plaza_0HR,19.03800097,73.01888234,Moreshwar Plaza_0HR,RFS,High-rise,32,27,5,16%,Rest
101500,MORESHWAR TOWER_MUF,19.17691497,72.95153794,MORESHWAR TOWER A-Wing_MUF,RFS,High-rise,16,15,1,6%,Rest
101500,MORESHWAR TOWER_MUF,19.17691497,72.95153794,MORESHWAR TOWER B-Wing_MUF,RFS,High-rise,24,20,4,17%,Rest
49735,MORISWALA BUILDING_SF1,18.94782444,72.83660634,MORISWALA BUILDING_SF1,RFS,GHS,80,55,25,31%,Rest
190729,Hubtown Gardenia_0HG,19.28533204,72.87600377,Morning Glory - Hubtown Gardenia_0HG,RFS,High-rise,120,89,31,26%,P1
18330,Morning Star_MAC,19.03534433,72.84745208,Morning Star Chsl_MAC,RFS,GHS,24,24,0,0%,Zero utilised
196113,Moroccan_MCG,19.15508402,72.88638529,Moroccan_MCG,RFS,High-rise,104,51,53,51%,P1
169928,Morporia Building_VRL,19.11610561,72.84262493,Morporia Building_VRL,RFS,Flatbed,16,16,0,0%,Zero utilised
43767,MORVI HOUSE_ZAR,18.9376294,72.83852414,MORVI HOUSE_ZAR,RFS,Flatbed,32,30,2,6%,Rest
171393,Morya Apartment_3K4,19.13815438,73.0010425,Morya Apartment_3K4,RFS,High-rise,48,37,11,23%,Rest
192564,Morya Avenue_2NY,19.23795333,72.86874063,MORYA AVENUE A-Wing_2NY,RFS,High-rise,24,16,8,33%,Rest
192565,MORYA AVENUE_2NY,19.23795369,72.86869897,MORYA AVENUE B-Wing_2NY,RFS,High-rise,32,17,15,47%,Rest
192566,MORYA AVENUE_2NY,19.23795574,72.8686454,MORYA AVENUE C-Wing_2NY,RFS,High-rise,40,34,6,15%,Rest
7953,Morya Blue Moon_APU,19.13778325,72.83291866,Morya Blue Moon_APU,RFS,High-rise,88,41,47,53%,Rest
60020,Morya Building_FQZ,18.9885879,72.83326119,Morya Building_FQZ,RFS,High-rise,64,61,3,5%,Rest
172272,Morya Grand_ANX,19.14132043,72.83291815,Morya Grand_ANX,RFS,High-rise,96,55,41,43%,Rest
193449,Mourya House_AOW,19.14008778,72.83425589,Morya House A-Wing_AOW,RFS,High-rise,32,2,30,94%,Rest
193450,Mourya House_AOW,19.14015223,72.83452652,Morya House B-Wing_AOW,RFS,High-rise,32,12,20,63%,Rest
193451,Mourya House_AOW,19.14019389,72.83414721,Morya House C-Wing_AOW,RFS,High-rise,32,10,22,69%,Rest
32073,Morya Landmark_AOW,19.14054722,72.83341223,Morya Landmark I_AOW,RFS,High-rise,208,153,55,26%,P1
193394,Morya Landmark_ANX,19.14140655,72.83331601,MORYA LANDMARK II 32F FAT-13/8th Flr :- Spare_ANX,RFS,High-Rise,8,1,7,88%,Rest
193393,MORYA LANDMARK_ANX,19.14140655,72.83331601,MORYA LANDMARK II_ANX,RFS,High-rise,24,14,10,42%,Rest
173136,Moshin_KLQ,18.94995284,72.83289315,Moshin Bldg No-210_KLQ,RFS,Flatbed,8,2,6,75%,Rest
187253,Mota Building_MM1,18.9573704,72.8319133,Mota Building_MM1,RFS,GHS,8,6,2,25%,Start Strong
7976,Mota Mahal_ARO,19.14495854,72.82484777,Mota Mahal A-Wing_ARO,RFS,High-rise,40,35,5,13%,Rest
7976,Mota Mahal_ARO,19.14495854,72.82484777,Mota Mahal B-Wing_ARO,RFS,High-rise,40,38,2,5%,Rest
83977,Mota Mahal_WAA,18.967056,72.80573076,Mota Mahal_WAA,RFS,GHS,24,24,0,0%,Zero utilised
7974,Mota Mansion_ARO,19.14573057,72.82475251,Mota Mansion A WING_ARO,RFS,High-rise,40,29,11,28%,Rest
7974,Mota Mansion_ARO,19.14573057,72.82475251,Mota Mansion B WING_ARO,RFS,High-rise,40,36,4,10%,Rest
7972,Mota Nagar Society_ANF,19.11487225,72.85804408,Mota Nagar Society A Wing_ANF,RFS,High-rise,24,16,8,33%,Rest
7972,Mota Nagar Society_ANF,19.11487225,72.85804408,Mota Nagar Society B Wing_ANF,RFS,High-rise,24,20,4,17%,Rest
7972,Mota Nagar Society_ANF,19.11487225,72.85804408,Mota Nagar Society C Wing_ANF,RFS,High-rise,32,26,6,19%,Rest
7972,Mota Nagar Society_ANF,19.11487225,72.85804408,Mota Nagar Society D Wing_ANF,RFS,High-rise,24,15,9,38%,Rest
7972,Mota Nagar Society_ANF,19.11487225,72.85804408,Mota Nagar Society E Wing_ANF,RFS,High-rise,24,21,3,13%,Rest
56030,Mother Mary Apartment_3K1,19.3008175,72.847419,Mother Mary Apartment_3K1,RFS,GHS,8,7,1,13%,Rest
93195,St Mother Teresa Society_MLN,19.18582316,72.83803399,Mother Theresa Niwara Chs_MLN,RFS,High-rise,240,226,14,6%,P1
49330,Moti Bhavan_2XC,19.01892727,72.84167829,Moti Bhavan_2XC,RFS,GHS,112,102,10,9%,P1
47554,Moti Dharamkata Building_KLI,18.95171893,72.83110858,Moti Dharamkata Building 223_KLI,RFS,High-rise,64,29,35,55%,Rest
81016,MOTI MAHAL_FOZ,18.9308386,72.82589197,MOTI MAHAL_FOZ,RFS,High-rise,48,35,13,27%,Rest
20013,Moti Nagar_2SB,19.29775465,72.86344868,Moti Nagar C-Wing_2SB,RFS,High-rise,64,49,15,23%,Rest
172385,MOTILAL BUILDING_KLC,18.95189799,72.82903475,MOTILAL BUILDING Bldg No-13_KLC,RFS,High-rise,32,16,16,50%,Rest
192670,Motilal Mansion_2RG,19.0086428,72.83543273,Motilal Mansion_2RG,RFS,GHS,72,67,5,7%,Rest
LCO2330,Motiram Imperia_XR4,19.15821403,73.07706021,Motiram Imperia Wing-A_XR4,RFS,GHS,32,30,2,6%,Rest
LCO2331,Motiram Imperia_XR4,19.15805566,73.07706451,Motiram Imperia Wing-B_XR4,RFS,GHS,24,22,2,8%,Rest
LCO2332,Motiram Imperia_XR4,19.15801445,73.0768451,Motiram Imperia Wing-C_XR4,RFS,GHS,32,31,1,3%,Rest
LCO2333,Motiram Imperia_XR4,19.1582117,73.07678889,Motiram Imperia Wing-D_XR4,RFS,GHS,32,30,2,6%,Rest
129574,MOTIRAMANI HOUSE_MUC,19.17850235,72.94194014,MOTIRAMANI HOUSE_MUC,RFS,Flatbed,8,6,2,25%,Rest
